Total,Tips
10.93,1
9.43,0.93
8.5,1.7
5.99,0
4.35,0
2.7,0
6.25,0.94
5.99,0
2.4,0
3.4,0
7,0
9,1.35
2.1,0.32
8.89,0
5.99,0
5.99,0
4.73,0.71
6.99,1.05
3.01,0.45
2.5,0
7.69,1.15
2.65,0.4
11.1,1.67
1.85,0.28
3,0.6
6.29,0.94
8.15,1
5.99,0.9
8.69,1.74
2.4,0.36
4.95,0.99
4.79,0
3,0.45
5.75,0
4.34,0.65
8.5,0
3.65,0
6.25,0.94
9.39,0
15.18,2
2.47,0.49
3.47,0.52
1.8,0.25
3.24,1
3,0.6
6.54,1.64
4.04,0
2.1,0.32
5.65,0
3.65,0.06
1.71,0.34
3.95,1
7.12,0.31
2.4,1
2.7,0
13,0
2.79,0
2.75,0
10.03,1.5
2.75,1.03
4.5,0.68
3.98,1
2.65,0
1.85,0.28
7.93,1.59
3,1
4.75,0
5.65,0.85
3.55,0
6,0.9
1.85,0
5.19,0
6.24,0.94
3.7,0.56
2.95,0.59
2.78,1
2.7,0.54
2.78,0.56
2.78,0.42
6.66,1
1.8,0.27
5.99,0.9
6.57,0
3.7,0
10.58,0
7.3,0
4.16,0
3,0.45
3.39,0.51
3.7,0.56
1.85,0
8.15,1.22
2.4,0
4.6,0.69
5.4,1.08
4.6,0.69
4.95,0.74
2.5,0.5
2.4,0
2.1,1
4.55,0
4.04,0.61
3.39,0.68
4.2,0.46
4.04,0.81
2.7,1
2.7,0.54
3.5,1
6.2,1.55
8.63,0
3.5,0.7
4.78,0.96
2.1,1
5.8,1.16
1.85,0.28
6.44,0
6.2,0.93
4.5,0
5.85,0.88
3,1
4.99,1
13,0
3.8,1
5.08,1.02
7.4,1.11
4.64,1.16
3,1
7.65,1.15
5.55,1.11
9.13,1.37
9.29,1.39
3.34,0.5
1.85,0
2.47,0.49
7.95,1.59
2.65,0
3.47,0
2.7,0.54
9.65,1.45
4.99,0
3.47,0
17,0
2.75,0.55
7.48,0
2.7,0
5.99,0
5.35,0
5.95,0.89
8.02,1
17.56,3.51
7.02,1.05
2.5,1
3.45,1
9.01,1.8
2.5,0
4.5,0.9
3.47,1
3.47,0.52
4.64,0.93
4.94,0.66
6.2,0
8,1.2
5.88,0.88
11.64,0
4.68,0
2.13,1
8.49,0
8.38,0
6.25,0.94
4.5,0
4.04,0.61
7.8,1.56
5.25,0.79
5.99,0.9
8.4,0
5.29,0.79
5.25,1.05
4.6,1.15
3,0
12.93,1.94
8.68,0
8.5,1.28
4.52,0
2.5,0
3.85,1
1.85,1
3.24,0
6.54,0
2.5,0
4.04,0.61
4.62,0.69
4.04,0
2.1,0.42
2.4,0
8.99,1.8
3.7,0.74
13,0
2.78,1
2.78,1
5.29,0.79
4.8,0.72
2.69,0
5.57,0
18.25,3.65
5.75,0
2.4,1
13.39,2.01
3.85,1
4.79,0
6.47,0.97
5.35,1.07
1.85,1
14.23,0
4.04,0.61
3.47,0
3.75,0
4.5,0
4.54,0.68
2.4,0.48
2.4,0
2.69,0
17.79,3.56
12.2,1.83
2.7,0.54
2.7,0.54
5.71,0
6.32,0.95
4.58,0.69
7.84,1.18
13.85,2.08
8.58,1
4.5,0.9
2.4,0
7.26,1.09
2.1,1
2.77,1
8.02,0
6.25,0.94
7.39,1.11
4.5,0.68
7.19,1.44
8.05,1.61
5.39,1.08
5.25,0.79
4.68,0
8.74,1.31
6.17,0.93
6.64,1.33
7.63,1.91
16.43,2.46
7.79,1.17
13.86,2.08
2.75,0.41
11.45,2.29
10.61,0
4.65,0.7
2.7,1
5.95,1.19
5.4,1.08
9.35,1.4
9.65,1.45
3,0.6
2.4,0
9.63,1.93
12.45,1.87
4.8,0.72
14.6,2.19
2.7,1
8.89,1.78
4.04,0
3.18,1
4.65,0.7
4.25,0.85
11.1,0
4.04,0.61
13.54,2.03
5.6,0.84
3.33,0.5
5.6,0.84
7.15,0
5.95,0
4.04,0.81
11.4,2.85
2.4,0
2.4,0
1.8,0
5.38,0
7.86,1
6.43,1.61
5,0.75
5.25,1
6.6,1.32
4.54,1.14
8.94,1.79
7.05,0
26.9,5.38
5.29,0.79
7.74,1.94
23.93,4.79
7.23,0
3.47,0.69
10.4,0
4.62,1.16
7.86,1.97
15.53,3.88
3.01,0.45
6.6,1.32
17.38,2.61
9.77,1.47
13.74,0
4.99,0
4.6,0.92
7.64,1.15
8.09,1.62
6.73,0
4.75,0.71
8.53,1.71
6.87,1.03
8.85,0
2.4,1
3.7,0.56
7.7,1.93
9.6,0
4.39,0.66
4.04,0
10.79,0
9.14,1.37
15.71,3.14
11.21,1.68
9.67,1.45
8.09,0
12.23,1.83
2.7,0.54
11.88,0
8.95,1.34
10.53,1.5
9.09,1.36
13.43,0
2.7,0
2.4,1
10.27,0
15,2.25
9.23,0
23.88,3.58
12.98,1.95
2.1,2.5
8.25,2.06
12.41,1.86
12.63,2.53
3.8,0.76
9.45,0
11.25,1.69
7.4,1.48
4.5,0.9
6.3,0.95
3.24,0
1.85,0
8.4,1
9.3,0.01
4.68,0.7
5.6,0.84
10.9,1.64
11.98,1.8
3,1
8.1,1.22
14.58,2.92
3.47,0
4.62,0
4.48,0.67
8.92,0
8.94,1.34
5.4,0.81
19.35,0
6.48,1.3
3.24,1
6.71,1.68
5.47,1.09
9.8,1.47
7.75,1.16
11.55,2.31
3.5,0
10.66,0
8.69,0
5.19,1.04
5.68,0.85
6.94,0
28.72,5.74
4.54,0
2.4,0
9.82,2.46
12.9,1.94
10.38,1.56
4.94,0.66
4.54,0.68
4.16,0.62
2.1,0
6.14,0.92
5.15,0
2.1,1
6.6,1.65
7.27,1.09
6.12,0
7.69,0
8.01,1.2
7.8,1.17
4.64,0.93
4.08,0
6.02,1.2
7.63,1.91
8.61,1.72
9,1.35
10.67,2.13
7.42,1.11
10.29,1.54
9.24,1.85
3.9,0.59
5.79,0
9.35,1.4
1.85,0
3,0
4.5,0
1.81,0.27
15.86,2.38
6.47,0
8.55,1
4.62,0.69
3.7,0
5.89,0.88
19.42,2.91
13,0
8.62,1.29
5.7,0.86
3.24,2
3.01,0.45
4.6,0.92
4.68,0.94
6.56,0
9.56,1.43
8.18,0
2.7,1
6.71,1.01
4.54,0.68
8.44,1.27
4.62,0.69
10.8,2.16
4.62,2
3.7,0
3.5,1
3,0
2.5,0
4.75,0
4.04,0.61
5.74,0.86
8.11,1.22
9.46,1.42
10.42,2.08
7.2,1.08
12.19,1.83
9.24,1.39
7.04,1.06
2.75,0.55
4.5,0
8.89,0
3.24,0
1.85,0.37
4.32,0.65
3.01,0
7.25,1.45
4.25,0
4.39,0.66
3,1
3.5,1
2.7,0.54
2.7,0.41
14.5,2.18
4.83,0.97
3.7,1
9.87,1.48
6.3,0
2.4,0
2.7,0.54
8.07,0
4.54,0.68
4.43,0.66
4.5,0.9
3.5,0.7
2.7,0.54
1.85,1
6.4,0.96
3.7,0.56
2.1,1
7.3,1.1
3.5,0
7.29,1.09
9.91,1.49
5.19,0.78
4.48,0.67
8.35,1.25
7.09,0
2.4,0
3.45,0.52
3.93,0.59
2.4,0
3.5,0
7.67,0
7.75,1.55
2.4,0.36
7.39,1.85
6.25,1.25
6.4,1.28
5.19,0.78
10.65,2.13
4.5,0.68
4.25,0.64
12.87,1.93
4.54,0.68
3,0.45
4.48,0.67
8.76,1.31
8.77,1.32
4.04,0
2.1,0.42
2.7,0
1.85,1
2.7,0
2.1,0
2.1,0
3,0.45
4.19,1.05
4.16,1.04
3.7,1
3.82,1
4.04,0.61
4.49,0.9
2.4,1
11.98,1.8
3.57,0
3.5,0
14.85,2.97
3.89,1
2.65,1
2.7,0
2.1,0.42
3.7,0.74
3.85,1
3.47,0.69
7.9,1.58
6.95,1.04
4.99,0
2.1,0.42
2.88,0.43
2.7,0
3.8,0.57
5.26,1.05
7.1,1.42
7.59,1.14
4.04,0.61
2.75,0.55
4.22,0.63
7.04,1.06
3.55,0.53
8,1
5.44,0.82
4.94,0.66
12.04,1.81
6.19,0.93
3.85,1
1.9,0
8.79,1.32
3.19,0.64
11.49,1.72
3.5,0.53
1.85,0
5.99,1
2.1,0.42
10.69,1.6
5.19,0.78
2.4,0
5,0
3.65,0
1.85,0
1.85,0.37
2.4,0
2.1,1
5.99,1.2
9.09,1.36
6.7,1.34
11.69,0
7.88,1.58
10.02,1
6.6,0
3.5,0.53
3.44,1
6.25,1.25
6.25,0.94
4.64,0.93
8.5,1.28
2.55,1
13,1.95
3.7,1
7.19,1.44
2.4,1
2.4,0
3.8,1
1.85,0
11.07,1
6.94,1
7.92,1.58
5.35,0.8
3.7,0.56
5.19,0.78
5.99,1
2.1,0.32
5.32,1.06
8.64,0
7.39,0
5.99,0.9
5.55,1.11
4.22,0
2.1,0.32
4.34,0
3.76,0
1.81,0.27
20.36,3.05
7.32,1.1
3.85,0
7.04,1.41
4.45,0
2.4,0.48
1.85,0
10.56,2.11
3.03,1
4.04,0
3.7,1
6.74,1.01
3.47,1
3.47,0.52
3.75,0.56
3.57,0
4.04,2
5.22,0.78
2.69,0.54
2.75,1
6.45,0.97
9.08,1.82
8.47,1.69
7.36,1.47
2.75,0.41
8.99,1.8
3.15,0
6.19,0
10.72,0
3.85,0.77
4.48,1
1.85,1
3.7,0
3.47,0
2.4,0.36
3.33,0.5
8.8,1.32
8.39,1.26
3.85,0.58
3.95,0.59
5.99,0.9
2.4,0.48
3.47,1
1.85,0.28
6.95,0
6.8,1.7
6.92,1
2.35,0.35
4.2,0.63
1.85,1
4.5,0.68
12.15,1.82
2.55,0
3.01,1
5.99,0
3.47,0.69
5.99,0
5.99,0
5.33,0
4.8,0
3.7,0
5.99,1.2
7.6,1.14
2.5,0
2.4,0
3.39,0.51
2.4,0.48
2.7,0.54
5,1
4.6,0.69
5.5,0.83
3.75,0
6.19,1.24
13.69,2.05
4.19,1.05
2.7,1
6.71,1.01
5.6,1.4
7,0
4.04,0.61
4.04,0.61
2.55,0.38
4.5,0.68
2.1,1
7.04,1.41
3.24,0
3.5,1
8.04,1
5.19,0
4.87,0.73
5.19,0.78
2.4,0.48
6.7,1.34
2.4,0.48
2.5,1
3.5,0
4.22,0.84
26,0
3.47,1
3.47,0.52
6.34,0
3.59,0.72
3,0.45
2.1,0
10.85,1.63
2.13,1
7.75,1.16
2.75,0.41
4.8,0.96
5.65,0
5.95,1.19
5.65,0.85
3.03,0
4.68,0.94
3.6,0
6.95,0
3.16,1
9.85,1.48
5.25,1.05
6.99,0
3.01,0
1.85,0.28
12.35,1.85
2.7,0
2.4,0.48
9.6,1.44
7.26,1.45
11.98,1.8
4.16,0.62
4.19,0.47
1.85,1
9.84,1.48
3,0.45
6.47,1.29
4.45,0.67
4.6,0.69
2.75,0
4.78,0.72
8.69,1.3
4.91,2
3.75,1.95
6.59,0.99
10.03,1.5
5.27,0
2.12,0
5.8,0.87
9.45,1.42
2.75,0
9.79,1.47
4.04,0
2.75,0.41
3.5,1
6.39,0.96
1.85,0.28
3.87,0.58
5.67,1.13
2.5,0
1.85,1
4.25,0
9.08,0
7.04,1.06
8.66,1.3
4.11,0
2.1,0
2.9,0.58
3.95,1
2.65,0
3.47,0.69
4.16,0
4.35,0.65
4.54,0.68
6.22,0.93
1.85,0.37
2.5,0.5
4.99,0
10.87,2.17
5.19,1.04
2.1,0
2.85,0.92
4.04,0
2.8,0.42
6.94,1.39
2.1,0
4.57,0
3.2,1
5.99,0
4.6,0.92
5.95,1.19
6.05,1
2.75,0.55
7.77,0
6.73,0
1.85,1
5.99,1.2
8.21,1
4.75,0.71
5.99,1.2
3.24,0.65
5.99,1.53
7.27,0
4.04,0.81
3.8,0.57
2.1,0
4.04,0.61
2.1,1
4.25,0
2.7,1
5.67,1
1.85,1
5.53,0.83
5.43,0.81
7.39,0.8
3.5,0
5.25,0.79
2.4,0.36
6.25,1.25
4.04,0.61
7.56,1
3.5,0
1.85,0
2.4,0
2.65,0
4.95,0.99
4.2,0.63
10.3,1.55
2.7,1
3.95,1
6.25,0.94
2.1,0
7.5,1.5
15.22,0
13.53,2.03
7.34,1.84
2.5,0
4.57,0
5.97,0.9
4.5,1.13
4.99,1
7.04,1.41
8.55,1.28
4.5,0.68
4.6,0.92
4.85,0.73
2.4,1
3.9,0
9.08,0
6.77,1.02
3.39,0.68
6.83,1.02
9.11,1.37
6.3,0.95
10.84,1.63
5.6,1.4
2.1,0.42
2.4,0.36
4.58,0.69
3.63,1
7,1.05
4.04,0.61
2.75,0.41
5.42,0.6
3,0
10.28,0
5.25,0
13.14,1.97
4.68,0.7
3.85,0.58
4.8,0.72
3.76,0
7.04,0
2.4,1
6.12,0.92
3.47,1
2.65,1
12.04,0
9.5,1.9
5,1
5.2,1.04
3,0
11.14,1.67
8.79,1.32
10.79,2.16
1.85,0.37
5.19,0
3.65,1
6.7,1.01
2.13,1
15.69,3.14
5.29,0
4.94,0.99
2.1,0.42
2.1,0
4.49,0.9
2.1,1
7.44,0
4.2,1
8.63,1.73
2.85,0
4.4,0.88
3.7,1
2.7,0
7.84,1.18
4.68,0.94
5.74,1.15
3.5,0.53
9.95,1.49
3.01,1
11.88,0
4.91,0.7
7.69,1.15
2.75,1
4.5,0.9
18.41,2
8.45,1.27
4.25,0.85
8.99,0
4.63,0
2.4,0.48
7.04,1.06
7.63,0
3,1
5.29,1.06
6.6,0.99
6.8,1.02
8.15,1.22
16.04,2.41
4.54,1.14
5.99,0
5.76,0.86
2.1,0.32
4.35,0
3.95,0.59
6.48,0
8.4,1.26
9.72,1.46
3.5,1
7.4,1.11
10,0
1.9,0
1.85,0
3.47,0.52
4.19,0
4.01,0.6
7.14,1.07
10.3,1.55
3.7,0
2.75,0.55
4.19,0.63
3.7,0
4.22,0
3.5,0
11.55,0
4.22,0
3.7,0.56
9.08,1
7,0
3.7,0
4.45,0
4.36,0.65
5.3,1.06
12.23,1.83
2.7,1
4.8,0
2.7,0
5.25,0.79
2.65,0.4
3.01,0.6
4.68,0
1.9,0
8.3,0
7.39,1.48
2.7,0
10.5,2.1
1.85,0.28
6.62,0
3.5,0
2.75,1
13.5,3.38
3.89,0.78
5.29,0
4.94,0
3.5,1
3.65,1
3.5,0
4.62,0
4.62,0
4.83,0.97
2.9,0.44
5.99,0
4.64,0.93
3.24,0.49
3.46,1
8.5,1.28
8.5,1.28
3.85,2.84
8.23,1.23
5.87,1.17
2.5,0.5
2.1,0
6.85,1.37
3.24,0.65
1.85,1
4.73,1.18
5.35,0.8
5.78,1.45
3.24,1
4.7,0.71
6.6,0
4.19,0
2,0.4
6.28,1.57
3.65,1
4.22,1.06
11.75,1.76
6.94,1.04
5.6,1.4
4.8,0.72
7.19,1.08
3.5,0
7.54,0
4.16,0
6.94,0
2.4,0.36
4.68,0
4.04,0
9.65,0
5.8,0.87
7.39,1.48
4.64,0
1.85,0.37
6.3,1.58
1.85,0.37
7.75,0
5.99,1.2
4.5,0.68
7.99,1.2
7.03,1.4
2.4,0.36
7.94,0
6.8,1.36
6.55,1.31
2.7,0.41
8.76,1.31
2.4,0.36
7.35,0
13,0
10.89,0
3.7,1
3.55,0.53
6.97,1.39
7.5,1.88
3.98,0.6
7.35,1.1
2.4,0
8.5,1.28
9.23,1.85
2.4,0.48
4.6,0.69
3.85,0.58
2.75,0.55
7.12,1.42
6.92,1.04
8.15,1
22.05,3.31
4.8,0
3,0
12.18,0
7.39,0
13,2.6
4.68,0.7
5.5,0.83
4.68,1.17
5.29,0.79
7.15,0.75
3.89,0.58
6.74,0
26.35,0
3.89,0.78
9.5,1.43
2.93,0
8.08,1.62
5.9,1.18
5.55,0
5.08,0.76
4.54,0
8.72,1
9.35,0
2.4,0.48
3.47,0.52
10.18,1.53
1.85,0.28
3.65,0.55
2.1,0
10.8,1.62
9.7,1.46
3.7,0.56
3.5,1
4.97,0.75
3.01,0
7.55,0
2.4,0.36
6.75,0
3.24,0.49
3.69,0.55
5.8,0.87
4.04,0.61
4.5,0.68
4.8,0
4.35,0.87
2.85,0
6,0
7.6,1.52
2.4,1
6.35,0
7.98,0
9.2,1.38
5.29,0
2.5,0
8.08,1.21
3.69,0.55
8.73,1.31
3.73,0
8.73,0
19.23,2.88
2.75,1
6.4,0
7.9,0
16.4,2.46
8.3,1.66
3.85,0.58
4.16,0.83
2.5,1
13,1.95
6.75,1.01
3.47,0
3.47,0
5.5,0
4.22,0.63
9.46,1.42
2.5,0.5
8.44,0
3.87,1
3,0
2.5,0.5
2.5,0
1.85,0.37
7.99,0
1.85,1
4.52,0.9
43.47,6.52
5,0
3,1
9.65,1.45
2,0
3,0.6
6.07,1.21
1.85,0.37
3.01,0
15.48,2.32
2.1,0
4.75,0.95
6.28,0.94
7.32,0
2.5,0
6.94,1.04
2.1,0
9.03,0
7.68,0
2.1,0
1.85,0.37
17.31,3.46
3.85,0
2.8,0
4.2,0.63
3.24,0.65
3.68,0.74
3.29,0
5.15,0
7.28,1.09
4.19,0
16.42,2.46
2.65,0
3.24,1
7.1,1.78
5.99,1.2
2.78,1
2.78,0
9.23,1.38
3,0.45
6.3,0
3.57,1
2.1,0
9.05,1.36
3.65,0
3.5,0
3.5,1
3.33,0
2.7,1
5.19,0
4.19,0.84
4.63,0
4.78,0.72
8.29,0
3,1
2.7,0.54
4.04,0.81
4.48,0
3,1
14.32,0
5.8,1.16
4.54,0.68
6.1,1.22
2.1,1
2.1,0
2.7,0
3,0
4.5,0.68
11.64,2.33
7.14,1.07
7.39,1.11
6.97,1.39
3.69,0.55
3.01,0
12.38,1.86
3,0.45
4.6,0.69
4.8,1.2
7.37,1.11
2.75,0
2.4,0
3.85,1
2.4,0.48
2.7,0
7.29,1.46
5.39,0
1.85,0
3.57,0
6.25,1.25
3.03,0
7,0
6.25,0
7.52,0
5.95,1.19
6.49,0.97
2.4,0.36
6.53,0
4.9,0.74
4.04,1
6,0.9
5.35,1.07
8.49,0
4.8,0
2.4,0.48
2.4,0
4.6,0.92
2.75,0
10.02,1.5
6.95,1.04
5.99,0
5.25,1.05
11.2,2.24
7.19,0
4.25,0
6.6,0.99
5.8,0
6,0
3.8,0.9
4.54,0
12.98,1.95
2.4,0.36
1.85,1
6.4,0
3.5,1
5.09,1.02
4.12,0.82
7.19,1.08
2.5,0
6.7,0
4.04,0
11.04,1.66
4.54,0
10.19,2.55
7.35,1.1
4.19,0
2.1,0
4.75,0.95
2.4,0.36
7.7,1.16
5.25,1.05
7.65,1.15
13,0
2.1,0
16.44,2.47
2.78,0.42
1.85,0.37
2.75,0.41
4.32,0.65
4.54,0.68
7.22,1.44
3.5,0
9.2,0
2.1,0.42
7.84,1.18
3.34,0
3.95,0
7.1,0
4.94,0.74
5.99,1.2
3.5,0.53
4.54,0.68
6.99,1.05
5.99,0
3.24,0.65
7.84,0
2.4,1
1.85,0.37
6.59,0
6.5,0.98
16.04,0
10.71,2.68
5.19,0.78
3.7,0.56
2.92,0.44
1.85,0
3.47,1
4.12,0
3.7,0.56
2.1,0
2.1,0.32
12.66,0
4.68,0
2.5,1
3.5,1
6.39,0.96
4.19,0.63
3.69,0.55
2.4,0
4.6,0.69
4.19,1.05
2.4,0.36
3.5,1
10.8,1
7.3,1.46
5.25,0.79
3,1
4.04,0
3.39,0.68
2.1,0
3.5,0.7
3.5,1
1.85,1
3,0
2.4,0
3,0
3.85,1
5.75,1.15
2.1,1
3,1
3,0
4.22,0.84
7.48,1.12
5.09,0
4.5,0.68
3.85,0
14.32,2.86
3,1
8.49,1.7
2.5,0.38
6.51,0
6.7,1.68
6.25,0.94
6.05,0
3.85,0.77
14.28,2.86
1.85,1
3.57,0
3.15,0.47
9.18,1.38
4.19,0.84
3.6,1
6.52,0.98
3,0.6
2.13,0
2.7,1
3.47,0.52
5.65,0.85
2.4,0.36
5.18,0.78
1.85,1
2.28,0
8.5,1.28
6.55,1.31
17.44,2.62
3.83,0
5.99,0
4.62,1.16
8.04,1
1.85,0
2.7,0.41
5.93,0.89
5.75,1.15
6.61,0
8.38,0
7.1,0.79
5.29,0
5.37,0
2.4,0.48
3.5,0
6.6,0.99
9.99,0
4.8,0.96
2.1,0.32
3.57,0
7.5,1.13
3.01,0
9,0
3.5,0
5.99,0
2.1,0.42
2.1,0
3.7,0.74
1.85,1
5.25,1.05
4.04,0.61
7.35,1.47
8.4,1.26
4.6,0.69
3.85,0.77
2.5,0
4.54,0.91
6.04,0.91
7.34,1.1
1.85,0.28
6.05,0
4,1
8.84,0
8.25,1.24
9.36,1.4
3.01,0
2.69,0
3.01,1
3.85,0.58
1.85,1
3.24,1.5
4.19,0.63
3.24,1
5.25,0.79
5.19,0.78
4.22,0.84
3.65,0
3.5,0.53
4.88,1.22
3.24,0
6.62,0
3.24,1
5.4,0.81
9.5,1.43
2.75,0.55
4.62,0.92
1.85,1
2.4,0.36
4.75,0.71
2.7,0.54
2.1,0
7.7,1.16
6.76,0.5
3.47,0
6.27,0.94
5.9,0
22.5,0
9.9,1.5
4.8,0.72
2.7,3
3,1
4.6,0.69
3.5,0
3.39,0.68
5.19,0.78
10.16,1.52
4.04,0
4.25,1.06
2.4,0.36
12.94,0
2.1,0
4.5,0.68
2.1,1
6.89,0
3,0
1.85,0.37
2.1,0
3,0.45
2.1,0
1.85,0.37
3.5,0.53
2.4,1
3.7,0.74
7.39,0
3,0.6
3.8,1
3.45,0.52
5.32,0
4.89,0.98
5.94,0
2.65,0.53
6.12,0
3.5,0
2.1,0
3,0.6
4.19,0.75
1.85,1
4.88,0
4.54,0.68
4.77,0.72
6.05,0.91
2.5,1
4.68,0.7
7.32,1.46
3.47,0.52
1.85,0
3.8,0.57
6.5,0
8.85,0
8.5,1.28
5.25,0.79
9.33,1.87
17.89,3.58
7.84,0
2.4,1
3.35,0
4.19,0.63
1.85,0
8.79,0
9.49,1.42
3.85,0
4.75,0.95
10.63,2.66
8.84,1.33
7.7,0
3.8,0
2.69,0
2.1,1
4.64,0.93
5.99,1
6.6,0.99
1.85,1
4.39,0.88
3,0.6
7.69,1
6,0
4.25,0.85
3.7,0.74
8.84,1.33
2.75,1
1.71,0
5.56,0.83
4.85,0.97
6.95,1.04
3.95,0.59
7.25,0
5.99,1.2
2.4,1
4.48,0.9
4.22,0
5.25,1.05
2.7,1
4.25,0
6.88,1.38
5.25,0
6.6,0.99
11.45,2.29
14.64,2.2
3.19,0
6.95,0
3.15,0
3.47,0.52
7.02,1.05
4.32,0.86
8.69,1.74
2.78,0
3,1
25,3.75
3.01,0.45
8.5,1.28
3.47,0
3.5,0.7
5.89,0.88
5.19,0.78
6.99,1.05
6.44,1.29
1.85,0
10.38,0
3.7,0.56
2.7,0.54
3.47,0
4.16,0.62
2.1,0
3.43,1
1.85,0
2.4,1
2.78,0
1.85,1
2.5,0
2,1
6.78,2
4.5,0.68
7.21,1.08
3.5,1
2.7,1
2.4,0
2.7,0.54
2.79,0.42
6.27,0.94
4.19,1.05
6.35,0.25
3.75,0
3.5,0.53
8.5,1.28
5.47,1.09
4.04,0.61
4.58,1.15
5.4,1.35
4.5,0.68
5.25,1.05
3.85,0
2.1,1
4.54,0.68
3.7,0.56
4.2,1.05
6.5,1.3
2.7,0
4.54,0.91
4.73,0.71
7.09,1.06
3,1
6.4,0
3.69,0
5.19,0.78
6.02,0.9
3.47,0.52
10.82,0
2.7,1
3.8,0
6.79,1.36
4.35,0
2.4,0
2.7,1
3.8,0
7.04,0
8.39,0.9
3,1
1.85,1
4.8,1.2
9.39,1.86
12.3,2.46
2.4,0.36
3.19,0.48
4.25,0.64
6.99,1.05
4.47,0
4.65,0
7.4,0
4.45,0.89
27.85,4.18
2.4,0.36
2.65,0.53
3.57,0
4.19,0.63
10.18,2.04
13.19,0
1.85,0
3.82,0.57
2.1,0.42
2.4,0.36
1.85,1
2.75,0
7.46,1.87
5.85,1.17
2.1,0
1.85,0.28
2.4,0.36
5.55,0.83
5.99,1.2
6.58,0.99
2.75,0
15.75,2.36
2.65,0.4
2.7,0
2.7,0.41
1.85,1
3.5,0.53
2.7,0.54
7.75,1.16
2.7,0.54
2.75,0.55
4.94,0
3.5,0.7
3.5,1
3.47,1
7.53,1.13
4.94,0.74
3.85,1
4.54,1
12.66,1.9
3.24,1
3.47,0
3.5,0.7
9.25,1.39
3.01,0.45
5.33,0
3,0
6.28,0.94
3.24,1
2.1,0
6.29,0.94
3.09,0.62
6.99,1.05
8.5,0
9.23,1.38
16.57,0
8.4,0
3.8,0
3.7,0.56
7.99,1.2
9.43,1.41
3.75,1
5.99,1.2
2.55,0
2.5,1
3.7,1
3.57,0
8.1,0
2.65,0.4
3.09,1
3,0.45
3.5,1
4.68,0
2.5,0.5
4.5,0.9
5,1
10.77,1.62
5.17,0
7.7,1.16
4.54,0
4.22,0
7.84,1.57
2.4,0
6.27,0.94
6.59,0.99
2.1,0
4.45,0.67
8.98,0
3.5,0
2.1,0.42
4.6,0.69
2.7,0.54
4.45,0
4.68,0.7
4.6,0.69
5.47,1.09
2.7,0
3.75,0
4.04,0.81
3.85,0.77
6.55,1.31
6.57,0.99
6.44,0.97
4.5,0.9
6.12,0
2.1,1
4.04,0.61
2.7,0
4.5,0.68
4.22,0
4.54,0.68
4.19,0
4.48,0.67
6.2,1.24
6.12,0
8,1.2
6.5,0.98
2.1,0
9.7,1.46
6.5,0
5.19,0.78
6.17,0.93
2.7,0.41
8.39,1.26
1.85,0.28
4.35,0
7.4,0
3.01,1
16.8,2.52
5.1,1.02
4.95,0.99
7.29,1.82
3,1
6.02,0.9
2.4,0
4.5,0.68
7.34,1.1
7,0
3.3,1
7.14,1.07
4.6,0.92
10.2,2.04
4.6,1.15
7.04,0
4.22,0.63
8.49,1.27
2.7,1
4.12,0.82
5.25,1.05
6.65,1.33
1.85,1
3.85,0
4.8,1.2
3.7,0
7.37,0
8.19,1.15
5.99,0.9
2.35,0
2.1,0
3.75,1.95
1.85,0.28
3.47,0.52
1.85,1
4.22,0.63
4.7,0.94
2.4,0
4.04,0.61
3.7,0
5.6,0
2.4,0.36
2.4,0.48
5.99,1.2
2.92,0.85
2,0
1.85,0
7.2,1.08
2.4,1.5
4.45,0
10.03,1.5
6.79,1.36
3.33,0.5
7.65,1.53
3.1,0
1.85,0
4.25,0.64
4.94,0.74
7.84,0
4.58,0.69
4.19,0
10.34,2.59
3.47,0.25
9.57,1.44
1.85,0
3.75,0.75
3.24,0
7.4,1.11
5.25,1.05
1.86,0
5.19,1.04
3.65,0
3.7,0.56
3.7,0.56
9.04,1.81
3,1
2.78,0.42
3.76,0
4.75,0
8.84,0
3.85,0.77
4.16,1.51
7.1,0
9.46,0
3.5,0.53
7.02,0
5.78,1.16
2.78,0.56
2.78,0.42
3.57,0
4.16,1.04
16.11,2.74
9,0
5.74,1.15
1.85,1
3.85,1
13.48,2.02
2.47,1
1.85,0.28
4.19,0.63
3.5,1
19.9,3.98
10.31,1.55
14.7,0
6.35,0
3.5,0
4.65,0.7
7.48,1.5
4.14,0
2.1,0.32
9,1.8
6.2,1.3
7.35,0
4.45,0
4.8,0
8.44,0
12.95,1.94
3,0.6
4.04,0.81
10.8,1.62
3.55,0
9.21,0
9.1,1.37
6.8,1.36
15.35,2.3
6.78,0
5.42,0.81
2.6,1
6.5,0.98
14.62,2.19
7.07,1
4.54,0
4.54,0
3.85,0
4.78,1
2.1,0
6.8,1.02
8.22,2.06
5.75,0.86
4.5,0.68
10.32,1.55
13.25,1.99
2.7,0
15.68,0
2.7,0
4.04,0.81
2.1,0.32
5,0.75
3.8,0
2.7,0.54
6.39,1.28
3.15,0.63
16,3.2
6.74,1.01
10.51,2.1
8.54,1.28
3.76,0.56
5.1,1.02
8.32,0
4.19,0
18.14,0
5.65,0.85
7.39,1.48
5.29,0
3.5,0.7
5.44,0.82
4.64,0
7.95,1.19
9.03,1.35
6.64,1
8.54,1.28
6.85,1.03
